status,course,gender,marital_status,attendance,scholarship_holder,tuition_up_to_date,debtor,displaced,international,age_at_enrollment,age_group,admission_grade,prev_qualification_grade,units_1st_sem_enrolled,units_1st_sem_approved,grade_1st_sem,units_2nd_sem_enrolled,units_2nd_sem_approved,grade_2nd_sem,approval_ratio_2nd_sem,is_dropout,dropout_risk_score
Enrolled,Communication Design,Male,Single,Daytime,No,Yes,No,Yes,No,18,17-20,120.2,131.0,6,6,12.833333333333334,6,5,11.4,0.833,0,0.227
Enrolled,Management,Male,Single,Daytime,Yes,Yes,Yes,No,No,21,21-24,111.6,120.0,5,5,12.6,5,3,12.833333333333334,0.6,0,0.358
Dropout,Management,Male,Single,Daytime,No,Yes,No,Yes,No,20,17-20,134.1,125.0,5,0,0.0,5,0,0.0,0.0,1,0.997
Dropout,Informatics Engineering,Male,Single,Daytime,Yes,Yes,No,No,No,30,30-39,101.6,133.1,5,0,0.0,5,0,0.0,0.0,1,0.997
Graduate,Advertising & Marketing,Male,Single,Daytime,No,Yes,No,Yes,No,19,17-20,111.9,121.0,6,6,14.166666666666666,6,6,14.0,1.0,0,0.106
Dropout,Management,Male,Single,Daytime,No,Yes,No,Yes,No,30,30-39,118.4,148.0,5,5,13.4,5,4,13.25,0.8,1,0.392
Graduate,Management,Male,Single,Daytime,Yes,Yes,No,Yes,No,22,21-24,127.1,139.0,5,5,11.2,5,4,11.25,0.8,0,0.248
Graduate,Animation & Multimedia Design,Male,Single,Daytime,No,Yes,No,Yes,No,22,21-24,120.5,125.0,0,0,0.0,0,0,0.0,,0,0.638
Dropout,Communication Design,Male,Single,Daytime,No,No,Yes,Yes,No,19,17-20,136.1,128.0,6,6,12.666666666666666,6,5,11.8,0.833,1,0.917
Dropout,Advertising & Marketing,Male,Single,Daytime,No,Yes,No,Yes,No,21,21-24,124.0,132.0,5,3,12.333333333333334,5,4,11.25,0.8,1,0.577
Graduate,Veterinary Nursing,Male,Single,Daytime,No,Yes,No,No,No,21,21-24,141.6,137.0,5,4,12.25,5,5,12.0,1.0,0,0.071
Dropout,Animation & Multimedia Design,Male,Single,Daytime,Yes,Yes,Yes,Yes,No,21,21-24,160.0,160.0,0,0,0.0,0,0,0.0,,1,0.506
Dropout,Management,Male,Single,Daytime,No,Yes,No,No,No,27,25-29,110.0,120.0,5,3,10.75,5,3,10.333333333333334,0.6,1,0.838
Dropout,Biofuel Production Tech,Male,Single,Daytime,No,Yes,No,Yes,No,32,30-39,100.0,134.0,7,0,0.0,7,0,0.0,0.0,1,0.999
Dropout,Advertising & Marketing,Male,Single,Daytime,No,No,Yes,No,No,40,40+,120.0,133.1,6,0,0.0,6,0,0.0,0.0,1,1.0
Enrolled,Management,Male,Single,Daytime,No,Yes,No,Yes,No,20,17-20,124.8,116.0,5,2,14.333333333333334,5,2,12.5,0.4,0,0.946
Dropout,Equinculture,Male,Single,Daytime,No,Yes,No,Yes,No,20,17-20,140.0,140.0,5,2,11.5,5,2,11.5,0.4,1,0.939
Graduate,Animation & Multimedia Design,Male,Single,Daytime,No,Yes,No,Yes,No,18,17-20,124.3,140.0,0,0,0.0,0,0,0.0,,0,0.47
Dropout,Management,Male,Single,Daytime,No,Yes,No,No,No,21,21-24,118.9,122.0,5,2,10.5,5,0,0.0,0.0,1,0.997
Dropout,Advertising & Marketing,Male,Single,Daytime,No,Yes,No,No,No,18,17-20,130.2,141.0,6,6,13.5,6,0,0.0,0.0,1,0.979
Enrolled,Agronomy,Male,Single,Daytime,No,Yes,No,No,No,19,17-20,120.0,120.0,6,1,11.0,6,0,0.0,0.0,0,0.999
Dropout,Communication Design,Male,Facto union,Daytime,No,No,No,No,No,30,30-39,140.0,140.0,6,1,10.0,6,0,0.0,0.0,1,1.0
Dropout,Agronomy,Male,Single,Daytime,No,Yes,No,No,No,29,25-29,130.0,133.1,6,0,0.0,6,0,0.0,0.0,1,0.999
Dropout,Informatics Engineering,Male,Single,Daytime,No,Yes,Yes,Yes,No,18,17-20,130.4,137.0,5,1,12.0,5,3,10.666666666666666,0.6,1,0.964
Dropout,Advertising & Marketing,Male,Single,Daytime,Yes,Yes,No,Yes,No,18,17-20,116.1,122.0,5,4,12.25,5,5,12.2,1.0,1,0.118
Dropout,Agronomy,Male,Single,Daytime,No,Yes,No,No,No,22,21-24,130.0,130.0,10,5,11.4,7,6,11.666666666666666,0.857,1,0.605
Dropout,Management (evening),Male,Single,Evening,No,No,No,Yes,No,27,25-29,124.3,140.0,5,0,0.0,5,0,0.0,0.0,1,1.0
Graduate,Advertising & Marketing,Male,Single,Daytime,No,Yes,No,Yes,No,20,17-20,125.0,125.0,6,4,14.25,6,5,14.0,0.833,0,0.58
Graduate,Social Service (evening),Male,Single,Evening,No,Yes,No,No,No,42,40+,110.0,110.0,12,11,14.454545454545457,11,10,14.2,0.909,0,0.165
Graduate,Agronomy,Male,Single,Daytime,No,Yes,Yes,No,No,21,21-24,115.0,133.1,12,12,14.538461538461538,12,12,14.461538461538462,1.0,0,0.049
Graduate,Nursing,Male,Single,Daytime,No,Yes,No,No,No,23,21-24,129.6,132.0,7,6,12.733333333333334,8,7,11.95,0.875,0,0.26
Dropout,Communication Design,Male,Single,Daytime,No,Yes,No,Yes,No,21,21-24,128.8,122.0,12,5,13.2,12,4,13.5,0.333,1,0.999
Graduate,Animation & Multimedia Design,Male,Single,Daytime,No,Yes,No,Yes,No,19,17-20,144.2,155.0,0,0,0.0,0,0,0.0,,0,0.575
Dropout,Social Service,Male,Married,Daytime,Yes,Yes,No,No,No,40,40+,134.0,120.0,6,6,12.333333333333334,6,4,12.75,0.667,1,0.208
Dropout,Management,Male,Single,Daytime,No,Yes,No,No,No,22,21-24,112.0,129.0,9,5,11.2,9,7,11.25,0.778,1,0.811
Graduate,Nursing,Male,Single,Daytime,No,Yes,No,Yes,No,19,17-20,128.8,144.0,7,6,13.2,7,6,13.2,0.857,0,0.128
Enrolled,Informatics Engineering,Male,Single,Daytime,Yes,Yes,No,No,No,24,21-24,134.0,130.0,5,5,11.833333333333334,5,4,14.0,0.8,0,0.105
Enrolled,Tourism,Male,Single,Daytime,No,Yes,No,No,No,21,21-24,125.0,133.1,6,5,11.333333333333334,6,2,11.5,0.333,0,0.84
Graduate,Informatics Engineering,Male,Single,Daytime,No,Yes,No,Yes,No,18,17-20,123.2,133.0,5,5,13.6,5,5,14.6,1.0,0,0.132
Dropout,Informatics Engineering,Male,Single,Daytime,No,Yes,No,No,No,18,17-20,118.4,131.0,5,0,0.0,5,2,11.5,0.4,1,0.847
Dropout,Advertising & Marketing,Male,Single,Daytime,No,Yes,No,No,No,24,21-24,116.2,133.1,6,5,12.857142857142858,6,5,13.666666666666666,0.833,1,0.383
Enrolled,Informatics Engineering,Male,Single,Daytime,Yes,Yes,No,No,No,28,25-29,123.0,133.1,5,3,14.333333333333334,5,5,12.428571428571429,1.0,0,0.283
Graduate,Advertising & Marketing,Female,Single,Daytime,Yes,Yes,No,Yes,No,19,17-20,113.5,118.0,6,5,13.5,6,6,14.0,1.0,0,0.053
Enrolled,Veterinary Nursing,Female,Single,Daytime,No,Yes,No,No,No,28,25-29,125.0,120.0,6,6,14.428571428571429,6,4,15.6,0.667,0,0.143
Dropout,Basic Education,Female,Single,Daytime,No,Yes,No,Yes,No,18,17-20,134.8,133.1,6,0,0.0,6,0,0.0,0.0,1,0.999
Graduate,Animation & Multimedia Design,Female,Single,Daytime,No,No,No,Yes,No,19,17-20,149.9,145.0,0,0,0.0,0,0,0.0,,0,0.926
Graduate,Nursing,Female,Single,Daytime,Yes,Yes,No,Yes,No,19,17-20,119.8,125.0,8,8,12.82875,8,8,12.82875,1.0,0,0.007
Graduate,Equinculture,Female,Single,Daytime,No,Yes,No,Yes,No,21,21-24,125.0,125.0,5,0,0.0,5,4,13.75,0.8,0,0.372
Dropout,Nursing,Female,Single,Daytime,No,Yes,Yes,Yes,No,18,17-20,135.1,148.0,7,0,0.0,8,0,0.0,0.0,1,1.0
Graduate,Communication Design,Female,Single,Daytime,No,Yes,No,Yes,No,19,17-20,138.3,139.0,6,6,14.666666666666666,6,6,13.166666666666666,1.0,0,0.047
Graduate,Nursing,Female,Single,Daytime,No,Yes,No,Yes,No,19,17-20,122.5,130.0,8,7,13.937142857142858,8,7,13.937142857142858,0.875,0,0.071
Graduate,Communication Design,Female,Single,Daytime,No,Yes,No,Yes,No,20,17-20,148.0,148.0,12,10,14.7,12,12,14.583333333333334,1.0,0,0.065
Graduate,Journalism & Communication,Female,Single,Daytime,No,Yes,No,Yes,No,18,17-20,126.2,130.0,6,6,11.666666666666666,6,5,12.2,0.833,0,0.123
Graduate,Nursing,Female,Single,Daytime,No,Yes,No,Yes,No,20,17-20,129.8,134.0,7,6,14.85,7,6,14.85,0.857,0,0.101
Dropout,Veterinary Nursing,Female,Single,Daytime,No,Yes,No,No,No,26,25-29,104.0,133.1,5,1,12.0,5,0,0.0,0.0,1,0.994
Dropout,Nursing,Female,Single,Daytime,No,Yes,No,Yes,No,18,17-20,126.7,137.0,7,7,13.6875,8,8,15.622222222222222,1.0,1,0.031
Graduate,Social Service (evening),Female,Single,Evening,No,Yes,No,No,No,58,40+,120.0,130.0,6,5,12.4,6,5,11.6,0.833,0,0.354
Graduate,Nursing,Female,Single,Daytime,No,Yes,No,No,No,18,17-20,124.6,137.0,7,7,13.398,8,8,13.5425,1.0,0,0.02
Enrolled,Veterinary Nursing,Female,Single,Daytime,No,Yes,No,Yes,No,20,17-20,130.0,130.0,6,5,11.8,6,4,12.0,0.667,0,0.611
Dropout,Management (evening),Female,Single,Evening,No,Yes,No,No,No,20,17-20,127.3,140.0,5,0,0.0,5,0,0.0,0.0,1,0.995
Graduate,Management,Female,Single,Daytime,No,Yes,No,Yes,No,29,25-29,122.0,150.0,15,13,11.76923076923077,14,14,11.928571428571429,1.0,0,0.099
Dropout,Social Service,Female,Single,Daytime,No,No,Yes,No,No,27,25-29,125.1,130.0,6,0,0.0,5,0,0.0,0.0,1,1.0
Graduate,Veterinary Nursing,Female,Single,Daytime,Yes,Yes,No,Yes,No,21,21-24,110.0,133.1,6,6,13.285714285714286,6,6,13.0,1.0,0,0.031
Graduate,Social Service,Female,Single,Daytime,Yes,Yes,No,No,No,20,17-20,129.8,134.0,6,6,11.666666666666666,6,6,11.166666666666666,1.0,0,0.022
Graduate,Social Service,Female,Single,Daytime,Yes,Yes,No,No,No,19,17-20,114.9,125.0,6,6,11.5,6,5,12.2,0.833,0,0.053
Graduate,Nursing,Female,Single,Daytime,Yes,Yes,No,Yes,No,22,21-24,125.6,141.0,7,6,13.081666666666669,8,6,13.15,0.75,0,0.131
Graduate,Communication Design,Female,Single,Daytime,Yes,Yes,No,Yes,No,19,17-20,125.1,138.0,6,6,12.666666666666666,6,6,13.0,1.0,0,0.029
Dropout,Journalism & Communication,Female,Single,Daytime,No,No,Yes,Yes,No,19,17-20,115.7,116.0,6,3,11.333333333333334,6,0,0.0,0.0,1,1.0
Enrolled,Basic Education,Female,Single,Daytime,No,Yes,No,Yes,No,23,21-24,112.6,122.0,6,5,13.6,6,5,11.6,0.833,0,0.272
Dropout,Journalism & Communication,Female,Single,Daytime,Yes,Yes,No,Yes,No,18,17-20,127.2,131.0,6,6,13.166666666666666,6,5,13.2,0.833,1,0.082
Dropout,Equinculture,Female,Single,Daytime,No,Yes,No,No,No,19,17-20,140.0,140.0,6,0,0.0,6,0,0.0,0.0,1,0.995
Graduate,Agronomy,Female,Single,Daytime,No,Yes,No,Yes,No,20,17-20,140.0,140.0,6,5,11.666666666666666,6,5,12.6,0.833,0,0.153
Graduate,Social Service,Female,Single,Daytime,Yes,Yes,No,Yes,No,19,17-20,120.4,127.0,6,6,13.5,6,6,13.428571428571429,1.0,0,0.023
Dropout,Veterinary Nursing,Female,Single,Daytime,Yes,No,Yes,Yes,No,26,25-29,100.0,133.1,6,0,0.0,6,0,0.0,0.0,1,1.0
Graduate,Social Service,Female,Single,Daytime,Yes,Yes,No,Yes,No,18,17-20,113.5,117.0,6,6,13.166666666666666,6,6,14.142857142857142,1.0,0,0.022
Dropout,Veterinary Nursing,Female,Single,Daytime,No,Yes,Yes,Yes,No,29,25-29,132.1,150.0,5,4,12.5,5,2,12.5,0.4,1,0.951
Graduate,Agronomy,Female,Single,Daytime,No,No,No,Yes,No,20,17-20,160.0,160.0,6,6,13.375,6,6,13.0,1.0,0,0.392
Graduate,Communication Design,Female,Single,Daytime,No,Yes,No,Yes,No,19,17-20,126.3,128.0,6,6,13.166666666666666,6,6,12.666666666666666,1.0,0,0.063
Enrolled,Veterinary Nursing,Female,Single,Daytime,No,Yes,No,Yes,No,23,21-24,160.0,160.0,6,4,13.4,6,2,13.5,0.333,0,0.901
Enrolled,Oral Hygiene,Female,Single,Daytime,No,Yes,No,No,No,25,25-29,100.0,126.0,7,3,13.0,8,3,11.666666666666666,0.375,0,0.961
Graduate,Nursing,Female,Single,Daytime,No,Yes,No,Yes,No,18,17-20,125.8,135.0,8,7,13.154285714285717,8,7,13.154285714285717,0.875,0,0.082
Graduate,Communication Design,Female,Single,Daytime,Yes,Yes,No,Yes,No,19,17-20,142.2,139.0,6,6,12.833333333333334,6,6,12.833333333333334,1.0,0,0.017
Graduate,Basic Education,Female,Single,Daytime,No,Yes,No,Yes,No,18,17-20,119.4,125.0,7,7,12.142857142857142,7,7,13.142857142857142,1.0,0,0.038
Enrolled,Nursing,Female,Single,Daytime,Yes,Yes,No,Yes,No,19,17-20,106.4,106.0,7,5,13.34,7,6,12.385714285714286,0.857,0,0.145
Dropout,Social Service (evening),Female,Single,Evening,No,Yes,No,No,No,36,30-39,120.0,120.0,10,4,13.0,9,4,13.75,0.444,1,0.98
Enrolled,Agronomy,Male,Single,Daytime,Yes,Yes,No,No,No,20,17-20,150.0,150.0,6,3,12.0,6,3,11.666666666666666,0.5,0,0.678
Dropout,Animation & Multimedia Design,Male,Single,Daytime,No,Yes,No,Yes,Yes,20,17-20,148.6,130.0,0,0,0.0,0,0,0.0,,1,0.34
Dropout,Social Service,Male,Single,Daytime,No,Yes,No,Yes,No,18,17-20,108.7,116.0,6,5,11.0,6,0,0.0,0.0,1,0.994
Enrolled,Agronomy,Male,Single,Daytime,No,Yes,No,No,No,19,17-20,130.0,130.0,6,5,11.5,6,6,11.333333333333334,1.0,0,0.09
Dropout,Social Service,Male,Single,Daytime,No,No,Yes,Yes,No,20,17-20,124.6,140.0,9,3,13.333333333333334,6,2,12.5,0.333,1,1.0
Graduate,Nursing,Male,Single,Daytime,No,Yes,No,Yes,No,18,17-20,131.0,134.0,7,7,14.594444444444443,8,8,13.472,1.0,0,0.045
Dropout,Equinculture,Male,Single,Daytime,No,Yes,Yes,Yes,No,20,17-20,130.0,130.0,6,4,11.0,6,3,10.666666666666666,0.5,1,0.961
Dropout,Informatics Engineering,Male,Single,Daytime,No,No,Yes,Yes,No,24,21-24,116.1,122.0,5,0,0.0,5,0,0.0,0.0,1,1.0
Dropout,Journalism & Communication,Male,Single,Daytime,No,Yes,No,Yes,No,19,17-20,125.6,128.0,6,0,0.0,6,0,0.0,0.0,1,0.999
Dropout,Informatics Engineering,Male,Single,Daytime,No,Yes,No,Yes,No,18,17-20,121.3,130.0,5,1,12.0,5,2,12.0,0.4,1,0.924
Graduate,Informatics Engineering,Male,Single,Daytime,No,Yes,No,Yes,No,18,17-20,107.4,113.0,5,5,14.0,5,5,13.2,1.0,0,0.124
Graduate,Tourism,Male,Single,Daytime,No,Yes,No,No,No,18,17-20,116.9,126.0,6,6,13.571428571428571,6,5,11.8,0.833,0,0.13
Dropout,Advertising & Marketing,Male,Single,Daytime,No,Yes,No,Yes,No,22,21-24,123.5,135.0,6,0,0.0,6,0,0.0,0.0,1,1.0
Graduate,Advertising & Marketing,Male,Single,Daytime,No,Yes,No,No,No,19,17-20,130.5,141.0,6,6,14.25,6,6,13.857142857142858,1.0,0,0.053
Dropout,Veterinary Nursing,Female,Married,Daytime,No,No,Yes,Yes,No,32,30-39,140.0,133.1,6,0,0.0,6,0,0.0,0.0,1,1.0
Dropout,Basic Education,Female,Single,Daytime,Yes,Yes,No,Yes,No,21,21-24,117.1,133.1,6,0,0.0,6,0,0.0,0.0,1,0.998
Graduate,Nursing,Female,Single,Daytime,Yes,Yes,No,Yes,No,19,17-20,127.5,144.0,8,7,13.542857142857144,8,7,13.542857142857144,0.875,0,0.034
Graduate,Social Service (evening),Female,Divorced,Evening,Yes,Yes,No,No,No,39,30-39,126.0,140.0,9,9,13.11111111111111,7,7,11.714285714285714,1.0,0,0.014
Graduate,Social Service (evening),Female,Single,Evening,No,Yes,No,Yes,No,30,30-39,113.0,100.0,9,9,12.666666666666666,7,7,12.142857142857142,1.0,0,0.033
Dropout,Management,Female,Single,Daytime,No,Yes,No,Yes,No,18,17-20,130.1,135.0,5,4,10.75,5,2,10.0,0.4,1,0.687
Dropout,Management (evening),Female,Married,Evening,No,Yes,No,Yes,No,38,30-39,110.0,130.0,10,4,10.75,10,2,10.0,0.2,1,0.999
Graduate,Communication Design,Female,Single,Daytime,No,Yes,No,Yes,No,20,17-20,135.8,147.0,6,6,13.666666666666666,6,6,13.333333333333334,1.0,0,0.042
Graduate,Social Service (evening),Female,Single,Evening,No,Yes,No,No,No,55,40+,126.3,149.0,6,6,13.833333333333334,6,6,12.833333333333334,1.0,0,0.06
Dropout,Communication Design,Female,Divorced,Daytime,No,Yes,No,No,No,53,40+,130.0,130.0,18,17,13.176470588235292,18,16,13.0,0.889,1,0.045
Dropout,Social Service (evening),Female,Married,Evening,No,Yes,No,No,No,54,40+,104.0,120.0,6,4,12.75,6,5,12.6,0.833,1,0.386
Enrolled,Nursing,Female,Single,Daytime,Yes,Yes,No,Yes,No,18,17-20,123.6,125.0,7,5,12.86,7,5,12.86,0.714,0,0.205
Dropout,Social Service (evening),Female,Single,Evening,No,No,Yes,No,No,44,40+,121.0,133.1,8,4,12.0,7,4,12.0,0.571,1,0.992
Graduate,Social Service,Female,Single,Daytime,No,Yes,No,Yes,No,28,25-29,130.5,149.0,11,9,11.666666666666666,11,9,12.555555555555555,0.818,0,0.564
Graduate,Social Service (evening),Female,Single,Evening,No,Yes,No,No,No,37,30-39,180.0,180.0,14,14,16.5,11,11,16.90909090909091,1.0,0,0.008
Graduate,Social Service,Female,Single,Daytime,No,Yes,No,Yes,No,20,17-20,112.5,110.0,10,9,12.333333333333334,7,7,11.77777777777778,1.0,0,0.116
Enrolled,Nursing,Female,Single,Daytime,No,Yes,No,Yes,No,18,17-20,126.1,131.0,7,7,12.59125,8,7,12.820000000000002,0.875,0,0.077
Dropout,Social Service,Male,Single,Daytime,No,Yes,No,Yes,No,19,17-20,111.8,117.0,6,4,11.5,6,3,11.0,0.5,1,0.836
Graduate,Agronomy,Male,Single,Daytime,Yes,Yes,No,Yes,No,23,21-24,131.4,120.0,18,18,11.894736842105264,13,13,12.923076923076923,1.0,0,0.021
Dropout,Social Service,Male,Single,Daytime,No,Yes,No,No,No,22,21-24,144.3,160.0,6,0,0.0,6,0,0.0,0.0,1,0.999
Dropout,Tourism,Male,Single,Daytime,No,No,No,No,No,24,21-24,115.0,100.0,6,0,0.0,6,0,0.0,0.0,1,1.0
Enrolled,Agronomy,Male,Single,Daytime,No,Yes,No,Yes,No,22,21-24,120.0,140.0,6,5,13.0,6,2,11.5,0.333,0,0.866
Dropout,Agronomy,Male,Single,Daytime,No,Yes,No,No,No,26,25-29,168.6,160.0,6,0,0.0,6,0,0.0,0.0,1,0.999
Graduate,Journalism & Communication,Male,Single,Daytime,No,Yes,No,Yes,No,18,17-20,127.7,141.0,6,6,15.166666666666666,6,6,14.833333333333334,1.0,0,0.077
Dropout,Equinculture,Male,Single,Daytime,No,Yes,No,No,No,24,21-24,150.0,130.0,6,4,11.75,6,2,13.5,0.333,1,0.869
Enrolled,Informatics Engineering,Male,Single,Daytime,No,Yes,No,Yes,No,18,17-20,129.8,142.0,5,0,0.0,5,1,15.0,0.2,0,0.957
Dropout,Animation & Multimedia Design,Male,Single,Daytime,No,Yes,No,Yes,No,26,25-29,135.6,130.0,0,0,0.0,0,0,0.0,,1,0.539
Dropout,Tourism,Male,Single,Daytime,No,Yes,No,No,No,27,25-29,100.0,133.1,6,3,11.333333333333334,6,3,14.75,0.5,1,0.858
Graduate,Agronomy,Male,Single,Daytime,Yes,Yes,No,Yes,No,20,17-20,140.0,140.0,6,5,12.6,6,5,13.2,0.833,0,0.096
Dropout,Informatics Engineering,Male,Single,Daytime,No,Yes,No,Yes,No,19,17-20,124.1,129.0,5,0,0.0,5,1,14.0,0.2,1,0.948
Dropout,Veterinary Nursing,Male,Single,Daytime,Yes,Yes,No,No,No,18,17-20,131.6,148.0,6,6,15.5,6,4,15.5,0.667,1,0.122
Graduate,Nursing,Male,Single,Daytime,No,Yes,No,Yes,No,18,17-20,129.0,143.0,8,7,12.365714285714288,8,7,12.365714285714288,0.875,0,0.121
Enrolled,Advertising & Marketing,Male,Single,Daytime,No,Yes,No,Yes,No,19,17-20,135.7,128.0,6,5,13.2,6,5,13.25,0.833,0,0.296
Enrolled,Communication Design,Male,Single,Daytime,No,Yes,No,Yes,No,34,30-39,108.0,100.0,12,7,11.428571428571429,12,7,11.857142857142858,0.583,0,0.973
Dropout,Social Service,Male,Single,Daytime,No,Yes,No,Yes,No,19,17-20,110.8,116.0,6,0,0.0,6,0,0.0,0.0,1,0.999
Graduate,Journalism & Communication,Male,Single,Daytime,Yes,Yes,No,No,No,19,17-20,124.5,128.0,6,4,14.0,6,6,12.333333333333334,1.0,0,0.095
Dropout,Agronomy,Male,Married,Daytime,No,Yes,No,No,No,30,30-39,100.0,120.0,12,3,12.0,12,5,11.8,0.417,1,0.999
Dropout,Journalism & Communication,Male,Single,Daytime,No,No,No,No,No,22,21-24,123.8,121.0,4,0,0.0,5,3,12.0,0.6,1,0.96
Dropout,Management,Male,Single,Daytime,No,No,No,No,No,19,17-20,131.4,137.0,5,4,10.0,5,3,11.333333333333334,0.6,1,0.934
Dropout,Management,Male,Single,Daytime,No,Yes,No,No,No,21,21-24,118.5,115.0,5,1,10.0,5,1,10.0,0.2,1,0.981
Dropout,Animation & Multimedia Design,Male,Single,Daytime,No,No,No,Yes,No,22,21-24,122.0,129.0,0,0,0.0,0,0,0.0,,1,0.913
Enrolled,Tourism,Male,Single,Daytime,Yes,Yes,No,No,No,19,17-20,122.9,125.0,6,6,11.166666666666666,6,3,11.666666666666666,0.5,0,0.286
Enrolled,Social Service,Male,Single,Daytime,No,Yes,No,No,No,20,17-20,118.7,125.0,6,4,11.75,6,3,11.333333333333334,0.5,0,0.788
Dropout,Agronomy,Male,Single,Daytime,No,Yes,No,Yes,No,35,30-39,100.0,133.1,6,3,11.75,6,0,0.0,0.0,1,0.999
Dropout,Management,Male,Single,Daytime,No,Yes,No,Yes,No,20,17-20,135.9,131.0,5,1,10.0,5,1,11.0,0.2,1,0.979
Graduate,Equinculture,Male,Single,Daytime,No,Yes,No,No,No,21,21-24,138.4,133.1,5,3,14.0,5,5,12.8,1.0,0,0.234
Dropout,Veterinary Nursing,Male,Single,Daytime,No,No,Yes,No,No,27,25-29,128.2,133.1,5,0,0.0,5,0,0.0,0.0,1,1.0
Dropout,Journalism & Communication,Male,Single,Daytime,No,No,No,Yes,No,26,25-29,107.4,114.0,6,3,12.0,6,0,0.0,0.0,1,1.0
Dropout,Journalism & Communication,Male,Single,Daytime,No,No,No,No,No,20,17-20,129.8,127.0,6,0,0.0,5,0,0.0,0.0,1,1.0
Dropout,Agronomy,Male,Single,Daytime,No,No,Yes,No,No,28,25-29,100.0,130.0,10,8,11.88888888888889,8,5,11.6,0.625,1,0.991
Graduate,Journalism & Communication,Male,Single,Daytime,No,Yes,No,Yes,No,19,17-20,113.0,121.0,6,6,13.833333333333334,6,6,13.666666666666666,1.0,0,0.079
Dropout,Management (evening),Male,Single,Evening,No,No,No,No,No,47,40+,107.0,120.0,5,0,0.0,5,0,0.0,0.0,1,1.0
Dropout,Journalism & Communication,Male,Divorced,Daytime,No,No,No,No,No,55,40+,130.0,120.0,6,5,11.4,6,5,12.4,0.833,1,0.83
Dropout,Agronomy,Male,Single,Daytime,No,Yes,No,Yes,No,39,30-39,120.0,120.0,6,0,0.0,6,2,11.0,0.333,1,0.995
Dropout,Agronomy,Male,Married,Daytime,No,Yes,Yes,Yes,No,35,30-39,120.5,120.0,17,14,10.642857142857142,12,12,10.666666666666666,1.0,1,0.464
Dropout,Social Service,Male,Single,Daytime,No,No,No,No,No,32,30-39,120.5,133.1,6,2,11.0,6,0,0.0,0.0,1,1.0
Graduate,Journalism & Communication,Male,Single,Daytime,No,Yes,No,Yes,No,20,17-20,137.0,124.0,6,6,16.833333333333332,6,6,16.666666666666668,1.0,0,0.072
Graduate,Tourism,Male,Single,Daytime,No,Yes,No,No,No,36,30-39,115.0,150.0,6,6,13.571428571428571,6,5,13.2,0.833,0,0.23
Graduate,Management (evening),Male,Single,Evening,Yes,Yes,Yes,No,No,34,30-39,142.7,133.1,5,5,14.714285714285714,5,5,14.375,1.0,0,0.127
Dropout,Advertising & Marketing,Male,Single,Daytime,No,Yes,No,Yes,No,21,21-24,116.7,116.0,5,0,0.0,5,0,0.0,0.0,1,0.998
Dropout,Management (evening),Male,Single,Evening,Yes,Yes,No,No,No,42,40+,136.1,133.1,5,1,10.0,5,1,11.0,0.2,1,0.991
Dropout,Agronomy,Male,Single,Daytime,No,Yes,No,No,No,25,25-29,134.3,133.1,6,1,11.0,6,4,11.75,0.667,1,0.923
Dropout,Journalism & Communication,Male,Single,Daytime,Yes,Yes,No,Yes,No,18,17-20,153.0,167.0,6,1,11.0,6,0,0.0,0.0,1,0.998
Graduate,Journalism & Communication,Male,Single,Daytime,Yes,Yes,No,No,No,18,17-20,132.0,140.0,6,5,12.0,6,6,12.833333333333334,1.0,0,0.038
Graduate,Social Service,Male,Single,Daytime,No,Yes,No,Yes,No,19,17-20,129.6,124.0,6,6,11.125,6,6,11.857142857142858,1.0,0,0.069
Dropout,Veterinary Nursing,Male,Single,Daytime,No,No,Yes,No,No,34,30-39,105.0,110.0,6,3,11.333333333333334,6,2,11.5,0.333,1,0.999
Dropout,Journalism & Communication,Male,Single,Daytime,No,Yes,No,No,No,20,17-20,130.8,150.0,6,2,12.0,6,0,0.0,0.0,1,0.999
Dropout,Nursing,Male,Single,Daytime,No,Yes,No,No,No,20,17-20,119.7,123.0,7,0,0.0,7,0,0.0,0.0,1,0.999
Graduate,Nursing,Male,Single,Daytime,No,Yes,No,No,No,21,21-24,132.5,152.0,8,7,14.54,8,7,14.54,0.875,0,0.08
Graduate,Agronomy,Male,Single,Daytime,No,Yes,No,Yes,No,19,17-20,130.0,130.0,6,6,12.166666666666666,6,4,13.0,0.667,0,0.26
Dropout,Veterinary Nursing,Male,Single,Daytime,No,No,Yes,No,No,31,30-39,120.0,133.1,5,4,13.5,5,3,11.666666666666666,0.6,1,0.985
Graduate,Advertising & Marketing,Male,Single,Daytime,No,Yes,No,No,No,21,21-24,150.0,133.1,6,6,14.75,6,5,14.333333333333334,0.833,0,0.121
Graduate,Management,Male,Single,Daytime,Yes,Yes,No,No,No,20,17-20,115.6,124.0,5,5,12.375,5,5,11.666666666666666,1.0,0,0.069
Graduate,Nursing,Male,Single,Daytime,No,Yes,No,No,No,22,21-24,119.1,119.1,7,6,12.733333333333334,7,6,12.733333333333334,0.857,0,0.117
Dropout,Communication Design,Male,Single,Daytime,No,No,No,Yes,No,19,17-20,123.5,128.0,6,4,12.5,6,0,0.0,0.0,1,1.0
Dropout,Equinculture,Male,Single,Daytime,No,No,Yes,Yes,No,41,40+,120.0,133.1,5,0,0.0,5,0,0.0,0.0,1,1.0
